positivity	majorType	cellType	newMajor	newCellType	Review	Comment	count	clusters		
CD11b_CD14_CD163_CD20_CD206_CD68_CD8a	Epithelial cells Region	Macrophages	Ambiguous	Ambiguous	F	42|43	711	42_43	"Vimentin,CD45,CD11b,CD14,CD68"	
CD11b_CD14_CD163_CD206_CD68_CD73_MCT4_MPO_panCK_PDL1	Macrophages	M2	NA	NA	T	NA	2435	Macrophages		
CD11b_CD14_CD163_CD206_CD68_MCT4_MPO_panCK_PDL1	Macrophages	M2	NA	NA	T	NA	2435	Macrophages		
CD11b_CD14_CD163_CD206_CD68_MPO_VISTA	Macrophages	M2	Myeloid cells	Neutrophils	F	check				
CD11b_CD14_CD163_CD68_MPO_VISTA	Macrophages	CD163+ Macrophages	Myeloid cells	Neutrophils	F	NA	Macrophages	13302		
CD11b_CD14_CD163_CD68_MPO_VISTA	Macrophages	CD163+ Macrophages	Myeloid cells	Neutrophils	FALSE	Macrophages	4270	Macrophages	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_CD20_CD3_CD31_CD45_CD79a_panCK	Ambiguous	B cells	Ambiguous	Ambiguous	F	36	812	36	"Vimentin,CD45,CD20,CD79a"	
CD11b_CD14_CD20_CD3_CD31_CD45_CD79a_panCK	Epithelial cells Region	B cells	Epithelial cells	Epithelial cells	F	36	149	36	"Vimentin,CD45,CD20,CD79a"	
CD11b_CD14_CD20_CD31_IDO_MCT4_MPO_panCK_PDL1_VISTA	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	FastPG_False	Monocytes	42	Monocytes	
CD11b_CD14_CD20_CD73_CD79a	B cells	B cells	Myeloid cells	Myeloid cells	F					
CD11b_CD14_CD20_CD73_CD79a	B cells	B cells	Myeloid cells	Myeloid cells	FALSE	Monocytes	264	Monocytes	"Vimentin,CD45,CD11b"	
CD11b_CD14_CD20_CD79a	B cells	B cells	NA	NA	T	NA	338	Monocytes		
CD11b_CD14_CD31_CD68_CD73_GZMB_KIR2DL3_MCT4_MPO_PDL1_TCRd_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	FastPG_False	Monocytes	781	Monocytes	
CD11b_CD14_CD31_CD68_GZMB_MPO_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	FastPG_False	Monocytes	1080	Monocytes	
CD11b_CD14_CD31_CD68_MPO_VISTA	Macrophages	Macrophages	Ambiguous	Ambiguous	F					
CD11b_CD14_CD31_CD68_MPO_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	Monocytes	498		
CD11b_CD14_CD31_CD68_MPO_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	FALSE	Monocytes	808	Monocytes	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_CD31_GZMB_MCT4_MPO_PDL1_TCRd_VISTA	Endothelial cells	Neutrophils	Ambiguous	Ambiguous	F	NA	103	Excluded Monocytes		
CD11b_CD14_CD68_MPO_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F					
CD11b_CD14_CD68_MPO_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	FALSE	Monocytes	1481	Monocytes	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_GZMB_MCT4_MPO_PDL1_TCRd_VISTA	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	F	65	Excluded Monocytes		
CD11b_CD14_GZMB_MPO	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	NA	26	Monocytes		
CD11b_CD14_GZMB_MPO	Monocytes	Neutrophils	Myeloid cells	Neutrophils	FALSE	Monocytes	646	Monocytes	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_GZMB_MPO	Monocytes	Neutrophils	NA	NA	T					
CD11b_CD14_GZMB_MPO_VISTA	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	NA	26	Monocytes		
CD11b_CD14_IDO_MCT4_MPO_panCK_PDL1_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	Rpheno_NF	38	Monocytes		
CD11b_CD14_MPO	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	NA	119	Excluded Monocytes		
CD11b_CD14_MPO	Monocytes	Neutrophils	Myeloid cells	Neutrophils	FALSE	Monocytes	1260	Monocytes	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_MPO	Monocytes	Neutrophils	NA	NA	T					
CD11b_CD14_MPO_VISTA	Monocytes	Neutrophils	Myeloid cells	Neutrophils	F	NA	119	Excluded Monocytes		
CD11b_CD14_MPO_VISTA	Monocytes	Neutrophils	Myeloid cells	Neutrophils	FALSE	Monocytes	518	Monocytes	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD14_MPO_VISTA	Monocytes	Neutrophils	NA	NA	T					
CD11b_CD16_CD163_CD206	Macrophages	M2	Macrophages	M2	TRUE	Macrophages	611	Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD11b_CD16_CD163_CD206	Macrophages	M2	NA	NA	T					
CD11b_CD16_CD163_CD206_CD68_GZMB_MPO	Macrophages	M2	NA	NA	T	NA	29369	Macrophages		
CD11b_CD16_CD163_CD206_CD68_GZMB_MPO_PDL1	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	25765	Macrophages	
CD11b_CD16_CD163_CD206_CD73_MCT4_MHCII_panactin_panCK_PD1_PDL1	Macrophages	M2	NA	NA	T	NA	1662	Macrophages		
CD11b_CD16_CD163_CD206_CD73_MCT4_MHCII_panCK_PDL1	Macrophages	M2	NA	NA	T	NA	1662	Macrophages		
CD11b_CD16_CD163_CD206_VISTA	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	750	Macrophages	
CD11b_CD16_CD163_CD38_CD56_CD66b_IDO_KIR2DL3_LAG3_MCT4_MPO_PDL1_TCRd	Macrophages	Neutrophils	Ambiguous	Ambiguous	F	NA	50	Excluded Monocytes		
CD11b_CD16_CD31_CD45_GZMB_KIR2DL3_VISTA	Endothelial cells	Endothelial cells	Ambiguous	Ambiguous	F	flowSOM_NF	152	Myeloid cells		
CD11b_CD16_CD31_GZMB_KIR2DL3	Endothelial cells	Endothelial cells	Ambiguous	Ambiguous	F	NA	996	Excluded Myeloid cells		
CD11b_CD16_CD31_GZMB_KIR2DL3	Myeloid cells	Endothelial cells	Ambiguous	Ambiguous	F	FastPG_False	Myeloid cells	1543	Myeloid cells	
CD11b_CD16_GZMB	Myeloid cells	Myeloid cells	Myeloid cells	Myeloid cells	TRUE	LowerConf Myeloid cells	193	Excluded Myeloid cells	"Vimentin,CD45,CD11b"	
CD11b_CD16_GZMB	Myeloid cells	Myeloid cells	NA	NA	T	NA	1565	Excluded Myeloid cells_Myeloid cells		
CD11b_CD16_GZMB	Myeloid cells	Myeloid cells	NA	NA	T					
CD11b_CD16_GZMB_KIR2DL3	Myeloid cells	NK cells	Myeloid cells	Myeloid cells	F					
CD11b_CD16_GZMB_KIR2DL3	Myeloid cells	NK cells	Myeloid cells	Myeloid cells	FALSE	Myeloid cells	1446	Myeloid cells	"Vimentin,CD45,CD11b"	
CD11b_CD16_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	569	Myeloid cells		
CD11b_CD163_CD206_CD31_CD4_CD68	Epithelial cells Region	Macrophages	Macrophages	M2	F	39	27	39	"Vimentin,CD45,CD11b,CD14,CD68"	
CD11b_CD163_CD206_CD68	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	2547	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD11b_CD163_CD206_CD68	Macrophages	M2	NA	NA	T					
CD11b_CD163_CD206_CD68_GZMB_MPO	Macrophages	M2	Macrophages	M2	TRUE	Macrophages|LowerConf Macrophages	22582	Macrophages_Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD11b_CD163_CD206_CD68_GZMB_MPO	Macrophages	M2	NA	NA	T	NA	29369	Macrophages		
CD11b_CD20_CD31_CD79a_IDO_MCT4_panactin_panCK_PDL1_VISTA	B cells	Endothelial cells	Ambiguous	Ambiguous	F	flowSOM_NF	318	B cells		
CD11b_CD20_CD45_CD73_CD79a_CLEC9a_LAG3_panactin_PD1	Ambiguous	B cells	Myeloid cells	mDC	F	Rpheno_NF	169	Excluded Myeloid cells		
CD11b_CD20_CD73_CD79a_panactin	B cells	B cells	NA	NA	T	NA	301	Excluded Myeloid cells		
CD11b_CD31	Endothelial cells	Endothelial cells	NA	NA	T	16	14383	16	"Vimentin,CD31"	
CD11b_CD31	Endothelial cells	Endothelial cells	Ambiguous	Ambiguous	F	Rpheno_NF	24240	37		
CD11b_CD31_CD73_GZMB_MPO_VISTA	Myeloid cells	Neutrophils	NA	NA	T	FastPG_False	Myeloid cells	7736	Myeloid cells	
CD11b_CD31_GZMB_MPO	Ambiguous	Neutrophils	Myeloid cells	Neutrophils	F	NA	2334	Myeloid cells		
CD11b_CD31_GZMB_MPO	Endothelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	16783	Excluded Myeloid cells_Endothelial cells		
CD11b_CD31_GZMB_MPO	Endothelial cells	Neutrophils	Myeloid cells	Neutrophils	F					
CD11b_CD31_GZMB_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells	2334	Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD31_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	1668	Myeloid cells		
CD11b_CD31_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CD31_GZMB_MPO_VISTA	Endothelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	7364	Excluded Myeloid cells		
CD11b_CD38	Myeloid cells	Myeloid cells	NA	NA	TRUE		1781	Excluded Myeloid cells_Myeloid cells		
CD11b_CD38_CD66b_GZMB_KIR2DL3_MPO_PDL1_TCRd	Myeloid cells	Neutrophils	Ambiguous	Ambiguous	F	flowSOM_NF	1	Excluded Myeloid cells		
CD11b_CD38_CD66b_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	flowSOM_NF	15	Myeloid cells		
CD11b_CD38_CD66b_KIR2DL3_LAG3_MCT4_PDL1_TCRd	Myeloid cells	Tgd	Ambiguous	Ambiguous	F	NA	50	Excluded Monocytes		
CD11b_CD38_CD66b_KIR2DL3_PDL1_TCRd	Myeloid cells	Tgd	Myeloid cells	Myeloid cells	F	check				
CD11b_CD38_CD66b_KIR2DL3_PDL1_TCRd	Myeloid cells	Tgd	Myeloid cells	Myeloid cells	FALSE	LowerConf Myeloid cells	87	Excluded Myeloid cells	"Vimentin,CD45,CD11b"	
CD11b_CD38_CD68_CLEC9a_GZMB_MCT4_MPO_PDL1_TCRd	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	Rpheno_NF	158	Myeloid cells		
CD11b_CD38_GZMB_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells|LowerConf Myeloid cells	1383	Myeloid cells_Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD38_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	1781	Excluded Myeloid cells_Myeloid cells		
CD11b_CD38_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CD38_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	1270	Excluded Myeloid cells		
CD11b_CD45	Myeloid cells	Myeloid cells	Myeloid cells	Myeloid cells	T	7	3	7	"Vimentin,CD45,CD11b"	
CD11b_CD45	Myeloid cells	Myeloid cells	NA	NA	T	23	73473	23	"Vimentin,CD45,CD11b"	
CD11b_CD45_CD68_CLEC9a_GZMB_MCT4_MPO_PDL1_TCRd_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	295	Excluded Myeloid cells		
CD11b_CD45_CLEC9a_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	522	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD45_CLEC9a_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CD45_CLEC9a_panactin_VISTA	Myeloid cells	Myeloid cells	NA	NA	T	FastPG_False	Myeloid cells	3365	Myeloid cells	
CD11b_CD45_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	295	Excluded Myeloid cells		
CD11b_CD56_CD66b_CD73_CLEC9a_GZMB_KIR2DL3_MPO_PD1_TCRd	Myeloid cells	Neutrophils	Ambiguous	Ambiguous	F	flowSOM_NF	2	Excluded Myeloid cells		
CD11b_CD68_CD73_CD79a_CLEC9a_MCT4_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	check				
CD11b_CD68_CD73_CD79a_CLEC9a_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	Macrophages	4270		
CD11b_CD68_CD73_CD79a_CLEC9a_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	FALSE	Myeloid cells	364	Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD68_CD73_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_PDL1_TCRd_VISTA	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	1696	Excluded Myeloid cells		
CD11b_CD68_CD73_CLEC9a_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	Rpheno_NF	217	Myeloid cells		
CD11b_CD68_CD73_CLEC9a_MPO_PDL1	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	291	Myeloid cells		
CD11b_CD68_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_panactin_panCK_PDL1_TCRd_VISTA	Ambiguous	Neutrophils	Myeloid cells	Neutrophils	F	Rpheno_NF	938	Excluded Myeloid cells		
CD11b_CD68_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_panCK_PDL1_TCRd_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	FastPG_False	Myeloid cells	1296	Myeloid cells	
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1_TCRd_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	2699	Excluded Myeloid cells		
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	F	8980	Excluded Myeloid cells		
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_PDL1	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F					
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_PDL1	Macrophages	Neutrophils	Myeloid cells	Neutrophils	FALSE	LowerConf Myeloid cells	1838	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD68_CLEC9a_GZMB_MPO_panactin_PDL1_TCRd_VISTA	Macrophages	Neutrophils	Ambiguous	Ambiguous	F	FastPG_False	Myeloid cells	3061	Myeloid cells	
CD11b_CD68_GZMB_MCT4_MPO	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	LowerConf Myeloid cells	1225		
CD11b_CD68_GZMB_MCT4_MPO	Macrophages	Neutrophils	Myeloid cells	Neutrophils	FALSE	LowerConf Myeloid cells	1235	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD68_GZMB_MCT4_MPO_PDL1_TCRd	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	flowSOM_NF	45	Myeloid cells		
CD11b_CD68_GZMB_MPO	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	4789	Excluded Myeloid cells_Myeloid cells		
CD11b_CD68_GZMB_MPO	Macrophages	Neutrophils	Myeloid cells	Neutrophils	FALSE	Myeloid cells	3109	Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD68_GZMB_MPO	Macrophages	Neutrophils	NA	NA	T					
CD11b_CD68_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	8501	Excluded Myeloid cells		
CD11b_CD68_GZMB_MPO_PDL1	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	flowSOM_NF	13	Myeloid cells		
CD11b_CD68_MPO	Macrophages	Neutrophils	Myeloid cells	Neutrophils	F	NA	3679	Excluded Myeloid cells		
CD11b_CD73_CLEC9a_MCT4_MPO_panactin	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	1225	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CD73_CLEC9a_MCT4_MPO_panactin	Myeloid cells	Neutrophils	NA	NA	T	NA	1225	Excluded Myeloid cells		
CD11b_CD73_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	4570	Excluded Epithelial cells		
CD11b_CD73_GZMB_MPO_panCK	Myeloid cells	Neutrophils	NA	NA	T	FastPG_False	Myeloid cells	5488	Myeloid cells	
CD11b_CD73_MPO_panactin	Myeloid cells	Neutrophils	NA	NA	T	flowSOM_NF	1005	Myeloid cells		
CD11b_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_panCK_PDL1_TCRd_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	Rpheno_NF	2526	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_PDL1_TCRd_VISTA	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	4924	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_PDL1_TCRd_VISTA	Myeloid cells	Neutrophils	NA	NA	T	NA	4179	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_KIR2DL3_MCT4_MPO_PDL1_TCRd_VISTA	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	1956	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_MCT4_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	3329	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_MCT4_MPO_PDL1_TCRd	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	1749	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CLEC9a_GZMB_MCT4_MPO_PDL1_TCRd	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CLEC9a_GZMB_MCT4_MPO_PDL1_VISTA	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	2653	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CLEC9a_GZMB_MCT4_MPO_PDL1_VISTA	Myeloid cells	Neutrophils	NA	NA	T	NA	2653	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	flowSOM_NF	4	Myeloid cells		
CD11b_CLEC9a_GZMB_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	2283	Excluded Myeloid cells		
CD11b_CLEC9a_GZMB_MPO_TCRd	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells	1546	Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_CLEC9a_GZMB_MPO_TCRd	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_CLEC9a_MCT4_MPO_panactin	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_IDO_MCT4_MPO_panCK_PDL1	Myeloid cells	Neutrophils	NA	NA	T	FastPG_False	Myeloid cells	459	Myeloid cells	
CD11b_GZMB_IDO_MCT4_MPO_PDL1	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells	613	Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_IDO_MCT4_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_IDO_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	283	Myeloid cells		
CD11b_GZMB_MCT4_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	3640	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_MCT4_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_MCT4_MPO_PDL1_VISTA	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells|LowerConf Myeloid cells	43195	Myeloid cells_Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	46691	Myeloid cells_Excluded Myeloid cells		
CD11b_GZMB_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_MPO_panCK	Ambiguous	Neutrophils	Myeloid cells	Neutrophils	F	NA	5873	Myeloid cells		
CD11b_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	check				
CD11b_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	4583	Excluded Myeloid cells		
CD11b_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	FALSE	LowerConf Myeloid cells	2660	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_MPO_panCK	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_MPO_panCK_PDL1	Myeloid cells	Neutrophils	NA	NA	T	FastPG_False	Myeloid cells	1707	Myeloid cells	
CD11b_GZMB_MPO_PDL1	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	2066	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	5384	Excluded Myeloid cells		
CD11b_GZMB_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_GZMB_MPO_PDL1_VISTA	Myeloid cells	Neutrophils	NA	NA	T	NA	4463	Excluded Myeloid cells		
CD11b_GZMB_MPO_TCRd	Myeloid cells	Neutrophils	NA	NA	T	NA	275	Myeloid cells		
CD11b_GZMB_MPO_VISTA	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	LowerConf Myeloid cells	1546	Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_GZMB_MPO_VISTA	Myeloid cells	Neutrophils	NA	NA	T	NA	6534	Excluded Myeloid cells		
CD11b_GZMB_MPO_VISTA	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_IDO_MPO_panCK_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	421	Myeloid cells		
CD11b_IDO_MPO_PDL1	Myeloid cells	Neutrophils	NA	NA	T	NA	382	Excluded Myeloid cells		
CD11b_IDO_PDL1	Myeloid cells	Myeloid cells	NA	NA	T	NA	382	Excluded Myeloid cells		
CD11b_MCT4_PDL1	Myeloid cells	Myeloid cells	NA	NA	TRUE		1956	Excluded Myeloid cells		
CD11b_MPO	Myeloid cells	Neutrophils	Myeloid cells	Neutrophils	TRUE	Myeloid cells|LowerConf Myeloid cells	5137	Myeloid cells_Excluded Myeloid cells	"Vimentin,CD45,CD11b,CD66b,MPO"	
CD11b_MPO	Myeloid cells	Neutrophils	NA	NA	T	NA	10069	Excluded Myeloid cells_Myeloid cells		
CD11b_MPO	Myeloid cells	Neutrophils	NA	NA	T					
CD11b_MPO_panactin	Myeloid cells	Neutrophils	NA	NA	T	NA	3653	Excluded Myeloid cells		
CD11b_MPO_panCK	Epithelial cells	Neutrophils	Epithelial cells	Epithelial cells	F	NA	36053	Epithelial cells		
CD11b_MPO_TIM3	Myeloid cells	Neutrophils	NA	NA	T	flowSOM_NF	4	Myeloid cells		
CD11b_panCK	Epithelial cells	Epithelial cells	NA	NA	T	33	18596	33	"panCK,CAM52"	
CD11c	Epithelial cells	mDC	Epithelial cells	Epithelial cells	F		834	Endothelial cells		
CD11c	Epithelial cells Region	mDC	Epithelial cells	Epithelial cells	F	NA	713	Epithelial cells		
CD11c	Epithelial cells Region	mDC	Epithelial cells	Epithelial cells	FALSE	Epithelial cells	713	Epithelial cells	"panCK,CAM52"	
CD11c	Leukocytes	mDC	Myeloid cells	mDC	FALSE		15718	Leukocytes		
CD11c	Leukocytes	mDC	Myeloid cells	mDC	FALSE		15718	Leukocytes		
CD11c	Endothelial cells	Endothelial cells	NA	NA	TRUE		834	Endothelial cells		
CD11c	Unassigned	mDC	Unassigned	Unassigned	F	Do not assign to major	Epithelial cells	4098	Epithelial cells	"Vimentin,CD45,CD11b,CD11c"
CD11c	Unassigned	mDC	Unassigned	Unassigned	F	FastPG_False	Epithelial cells	5047	Epithelial cells	
CD11c_CD14_CD16_CD163_CD206_CD66b_CD68_KIR2DL3_MHCII_PDL1_TCRd_TIM3	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	18074	Macrophages	
CD11c_CD14_CD16_CD163_CD206_CD66b_CD68_KIR2DL3_MHCII_TCRd	Macrophages	M2	NA	NA	T	NA	1890	Macrophages		
CD11c_CD14_CD16_CD163_CD206_CD68_MHCII	Macrophages	M2	NA	NA	T	NA	16393	Macrophages		
CD11c_CD14_CD163_CD206_CD4_CD68_CD8a_IDO_MHCII_panactin_PDL1_TIM3_VISTA	Macrophages	M2	Ambiguous	Ambiguous	F	flowSOM_NF	522	Macrophages		
CD11c_CD14_CD20_CD3_CD4_CD45_CD8a_CLEC9a_IDO_KIR2DL3_LAG3_panactin_PD1_TIM3_VISTA	CD4 T cells	mDC	Ambiguous	Ambiguous	F	NA	296	CD4		
CD11c_CD14_CD20_CD31_CD38_CD4_CD56_CD66b_CD79a_CD8a_IDO_LAG3_MHCII_TIM3_VISTA	B cells	Lymphocytes	Ambiguous	Ambiguous	F	flowSOM_NF	776	B cells		
CD11c_CD14_CD20_CD38_CD4_CD45_CD73_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_panactin_PD1_PDL1_VISTA	B cells	mDC	Ambiguous	Ambiguous	F	NA	162	Excluded Leukocytes		
CD11c_CD16_CD163_CD206_CD66b_CD68_KIR2DL3_PDL1_TCRd	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	912	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD11c_CD16_CD163_CD206_CD66b_CD68_KIR2DL3_PDL1_TCRd	Macrophages	M2	NA	NA	T					
CD11c_CD16_CD163_CD206_CD68_MHCII_TCRd_TIM3	Macrophages	M2	NA	NA	T					
CD11c_CD16_CD163_CD206_MHCII	Macrophages	M2	NA	NA	T	NA	13748	Macrophages		
CD11c_CD16_CD163_CD206_MHCII_TIM3	Macrophages	M2	Macrophages	M2	TRUE	Macrophages	13302	Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD11c_CD16_CD163_CD206_MHCII_TIM3	Macrophages	M2	NA	NA	T	check	LowerConf Myeloid cells	1235		
