positivity	majorType	cellType	newMajor	newCellType	Review	Comment	count	clusters
CLEC9a_KIR2DL3_VISTA_CD56_TIM3_CD45_MHCII_panactin_CD14_CD4_PD1_IDO_CD73_CAIX_CD11c_CD66b_CD38_LAG3_CD103_MCT4	CD4	mDC	CD4	CD4 Trm	FALSE		50	Excluded CD4
CLEC9a_KIR2DL3_VISTA_TIM3_CD45_panactin_CD14_CD3_CD4_CD73_CAIX_LAG3	CD4	Tgd	CD4	CD4	FALSE		593	Excluded Leukocytes
CLEC9a_KIR2DL3_VISTA_TIM3_CD45_panactin_CD14_CD3_CD4_PD1_IDO_CD73_CAIX_CD11c_LAG3_CD103	CD4	mDC	CD4	CD4 Trm	FALSE		490	Excluded CD4
CLEC9a_VISTA_CD56_TIM3_CD45_panactin_CD14_CD3_CD4_PD1_IDO_CD11c	CD4	mDC	CD4	CD4	FALSE		193	Excluded CD4
CLEC9a_VISTA_TIM3_CD45_panactin_CD20_CD3_CD4_PD1_IDO_CD73_CAIX_CD11c_LAG3	CD4	mDC	Ambiguous	Ambiguous	FALSE		162	Excluded Leukocytes
CLEC9a_VISTA_TIM3_CD45_panactin_CD4_PD1_CD73_LAG3	CD4	CD4 Tdys	CD4	CD4	FALSE		440	Excluded Leukocytes
MHCII_CD4	CD4	CD4+ Myeloid cells	CD4	CD4	T	NA	9665	CD4
MHCII_panactin_CD4	CD4	CD4+ Myeloid cells	CD4	CD4	T	NA	3441	CD4
panactin_CD3_CD4	CD4	CD4	NA	NA	TRUE		13480	CD4
TIM3_MHCII_CD4_CD11c	CD4	CD4	NA	NA	TRUE		7321	CD4
TIM3_panactin_CD4	CD4	CD4+ Myeloid cells	CD4	CD4	F	NA	13664	CD4
VISTA_CD56_TIM3_MHCII_panactin_CD3_CD4_PD1_IDO_CD11c_CD66b	CD4	mDC	CD4	CD4	FALSE		301	Excluded CD4
	CD4	CD4	NA	NA	TRUE		4989	CD4
CLEC9a_VISTA_TIM3_CD45_panactin_CD3_CD4_PD1_IDO_CD73_LAG3	CD4 T cells	PD1+CD27+ CD4 T cells	CD4	CD4	F	NA	440	Excluded Leukocytes
KIR2DL3_CD56_CD4_IDO_TCRd_MCT4	CD4 T cells	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	212	Excluded CD4
CAIX_CD103_CD11c_CD163_CD20_CD3_CD38_CD56_CD66b_CD8a_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_PD1_PDL1_TCRd	CD8	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	51	CD8
CAIX_CD103_CD163_CD20_CD3_CD56_CD66b_CD8a_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_PD1_PDL1_TCRd	CD8	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	51	CD8
CD103	CD8	CD8	CD8	CD8 Trm	TRUE	???	12323	CD8
CD103_CD11b_CD3_CD8a_GZMB_MPO	CD8	Neutrophils	CD8	CD8 Trm	F	NA	3442	CD8
CD103_CD11c_CD20_CD3_CD4_CD45_CD66b_CD8a_IDO_MHCII_panactin_PDL1_TIM3	CD8	mDC	Ambiguous	Ambiguous	F	NA	2845	CD8
CD103_CD11c_CD20_CD3_CD4_CD45_CD66b_CD8a_IDO_MHCII_panactin_PDL1_TIM3_VISTA	CD8	mDC	CD8	CD8	F	NA	2869	CD8
CD103_CD16_CD163_CD206_CD3_CD8a	CD8	M2	CD8	CD8 Trm	F	NA	14347	CD8
CD103_CD20_CD3_CD45_CD8a	CD8	B cells	CD8	CD8	F	?	11110	CD8
CD103_CD20_CD3_CD45_CD8a_CLEC9a_KIR2DL3_LAG3_panactin_PD1_PDL1_TCRd_TIM3	CD8	Tgd	Ambiguous	Ambiguous	F	NA	131	Excluded CD8
CD103_CD20_CD3_CD45_CD8a_MHCII_panactin_TIM3	CD8	B cells	CD8	CD8 Trm	F	NA	130	Excluded CD8
CD103_CD20_CD3_CD45_CD8a_PD1	CD8	CD8	CD8	CD8 Trm	F	NA	500	Excluded CD8
CD103_CD20_CD3_CD8a	CD8	Lymphocytes	CD8	CD8 Trm	F	NA	11110	CD8
CD103_CD3_CD45_CD8a_CLEC9a	CD8	CD8 Trm	NA	NA	T	NA	275	CD8
CD103_CD3_CD45_CD8a_IDO_panactin_PD1	CD8	CD8	CD8	CD8 Trm	F	NA	19338	CD8
CD103_CD3_CD45_CD8a_panactin	CD8	CD8 Trm	NA	NA	T	NA	19684	CD8_Excluded CD8
CD103_CD3_CD56_CD66b_CD8a_KIR2DL3_LAG3_panactin_PD1_PDL1_TCRd	CD8	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	?	8	CD8
CD103_CD3_CD66b_CD8a_KIR2DL3_LAG3_panactin_PD1_PDL1_TCRd	CD8	Tgd	Ambiguous	Ambiguous	F	NA	8	CD8
CD103_CD3_CD68_CD8a	CD8	CD8 Trm	NA	NA	T	NA	9208	CD8
CD103_CD3_CD8a	CD8	CD8 Trm	NA	NA	T	NA	20021	CD8
CD103_CD3_CD8a_GZMB	CD8	GZMB+ CD8 T cells	NA	NA	T	NA	7562	CD8
CD103_CD3_CD8a_GZMB_panCK_PD1	CD8	GZMB+ CD8 T cells	NA	NA	T	NA	8291	CD8
CD103_CD3_CD8a_KIR2DL3_PD1_PDL1_TCRd	CD8	Tgd	Ambiguous	Ambiguous	F	NA	8	CD8
CD103_CD3_CD8a_panCK	CD8	CD8	CD8	CD8 Trm	F	NA	8291	CD8
CD103_CD45_CD8a	CD8	CD8 Trm	NA	NA	T	NA	131	Excluded CD8
CD103_CD8a_GZMB	CD8	GZMB+ CD8 T cells	NA	NA	T	NA	7562	CD8
CD11c_CD20_CD3_CD4_CD45_CD66b_CD8a_IDO_MHCII_panactin_PDL1_TIM3	CD8	mDC	Ambiguous	Ambiguous	F	NA	2869	CD8
CD11c_CD3_CD8a_TCRd	CD8	mDC	Ambiguous	Ambiguous	F	NA	551	CD8
CD11c_CD8a_TCRd	CD8	CD8	NA	NA	T	?	551	CD8
CD163_CD206_CD3_CD38_CD66b_CD79a_CD8a_GZMB_IDO_KIR2DL3_VISTA	CD8	M2	Ambiguous	Ambiguous	F	NA	42	Macrophages
CD20_CD3_CD45_CD8a_MHCII_panactin	CD8	B cells	CD8	CD8 Trm	F	NA	2519	CD8
CD20_CD45_CD8a	CD8	B cells	CD8	CD8	F	?	6084	CD8
CD206_CD8a	CD8	CD8	NA	NA	T	?	12326	CD8
CD3_CD31_CD8a	CD8	Endothelial cells	CD8	CD8	T	NA	11630	CD8
CD3_CD38_CD8a	CD8	CD8	NA	NA	T	NA	8822	CD8
CD3_CD8a	CD8	CD8	NA	NA	T	NA	47893	CD8
CD3_CD8a_MHCII	CD8	CD8	NA	NA	T	NA	9285	CD8
CD31_CD8a	CD8	CD8	NA	NA	T	?	11630	CD8
CD38	CD8	Plasma cells	CD8 T cells	CD8 T cells	FALSE	CD38+ CD8 T cells	8822	CD8
CD45_CD8a	CD8	CD8	NA	NA	TRUE		275	CD8
CD56_TIM3_MHCII_CD8a_IDO_CD11c_CD66b	CD8	mDC	CD8	CD8	FALSE		2869	CD8
CD56_TIM3_MHCII_panactin_CD3_CD8a_CD11c_CD103	CD8	mDC	CD8	CD8 Trm	FALSE		130	Excluded CD8
CD68_CD8a	CD8	CD8	NA	NA	T	?	11295	CD8
CD8a	CD8	CD8	NA	NA	TRUE		34758	CD8
CD8a	CD8	CD8	NA	NA	TRUE		47252	CD8
CD8a_CD103	CD8	CD8 Trm	NA	NA	TRUE		11610	CD8_Excluded CD8
CD8a_CD16	CD8	CD8	NA	NA	TRUE		14347	CD8
CLEC9a_KIR2DL3_CD56_TIM3_CD45_CD8a_IDO_CD103_PDL1	CD8	NK cells	CD8	CD8 Trm	FALSE		131	Excluded CD8
CLEC9a_KIR2DL3_VISTA_CD56_TIM3_CD45_MHCII_panactin_CD14_CD20_CD3_CD8a_PD1_CD73_CAIX_CD11c_LAG3_CD103	CD8	Lymphocytes	CD8	CD8 Trm	FALSE		330	Excluded CD8
CLEC9a_VISTA_TIM3_panactin_CD20_CD3_CD8a_CD73_LAG3_CD103	CD8	Lymphocytes	CD8	CD8 Trm	FALSE		4086	CD8
GZMB	CD8	Cytotoxic cells	CD8	Cytotoxic CD8 T cells	FALSE		7562	CD8
KIR2DL3_CD56_CD20_CD3_IDO_CAIX_CD11c_CD66b_CD38_LAG3_TCRd_MCT4_PDL1	CD8	Cytotoxic lymphocytes	Ambiguous	Ambiguous	FALSE		51	CD8
KIR2DL3_CD56_CD3_CD8a_PD1_CD103_MCT4_PDL1	CD8	Lymphocytes	CD8	CD8 Trm	FALSE		8	CD8
MHCII	CD8	CD8	NA	NA	TRUE	???	9285	CD8
MHCII_panactin_CD3_CD8a	CD8	CD8	NA	NA	TRUE		2519	CD8
TIM3_CD45_MHCII_panactin_CD3_CD8a_PD1_CD103	CD8	CD8	CD8	CD8 Trm	FALSE		346	Excluded CD8
TIM3_panactin_CD3_CD8a_CD103	CD8	CD8 Trm	NA	NA	TRUE		19338	CD8
VISTA_TIM3_panactin_CD20_CD3_CD8a_PD1_CD73_CD103	CD8	CD8	CD8	CD8 Trm	FALSE		230	Excluded CD8
	CD8	CD8	NA	NA	TRUE		105924	CD8
KIR2DL3_CD56_CD20_CD3_CD8a_IDO_CAIX_CD11c_CD66b_CD38_LAG3_TCRd_MCT4_PDL1	CD8 T cells	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	47	CD8
CAIX	Endothelial cells	Endothelial cells	NA	NA	TRUE		196	Endothelial cells
CAIX_CD11b_CD31_CD73_GZMB_LAG3_MPO_VISTA	Endothelial cells	Neutrophils	Endothelial cells	Endothelial cells	F	NA	1350	Excluded Endothelial cells
CAIX_CD14_CD31_CD73	Endothelial cells	Endothelial cells	NA	NA	T	NA	1800	Endothelial cells
CAIX_CD14_CD31_CD73_LAG3_TIM3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	807	Excluded Endothelial cells
CAIX_CD16_CD31_CD73_LAG3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	495	Excluded Endothelial cells
CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	16517	Endothelial cells
CAIX_CD31_CD38_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	904	Excluded Endothelial cells
CAIX_CD31_CD45_CD73_CLEC9a_LAG3_TIM3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	96	Excluded Leukocytes
CAIX_CD31_CD68	Endothelial cells	Endothelial cells	NA	NA	T	NA	1473	Excluded Endothelial cells
CAIX_CD31_CD68_CD73_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	1157	Excluded Endothelial cells
CAIX_CD31_CD68_CD73_LAG3_TIM3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	1473	Excluded Endothelial cells
CAIX_CD31_CD68_CD73_LAG3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	499	Excluded Endothelial cells
CAIX_CD31_CD73	Endothelial cells	Endothelial cells	NA	NA	T	NA	1497	Excluded Endothelial cells
CAIX_CD31_CD73_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	5683	Excluded Endothelial cells
CAIX_CD31_CD73_LAG3_MHCII_panactin_TIM3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	1953	Excluded Endothelial cells
CAIX_CD31_CD73_LAG3_MHCII_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	1492	Excluded Endothelial cells
CAIX_CD31_CD73_LAG3_panactin_TIM3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	1232	Excluded Endothelial cells
CAIX_CD31_CD73_LAG3_panactin_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	1213	Excluded Endothelial cells
CAIX_CD31_IDO	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	F	NA	471	Endothelial cells
CAIX_CD31_IDO_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	471	Endothelial cells
CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		5481	Excluded Endothelial cells
CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		4867	Excluded Endothelial cells
CAIX_CD31_panactin	Endothelial cells	Endothelial cells	NA	NA	T	NA	5159	Endothelial cells
CD11b_CD14_CD31_GZMB_MCT4_MPO_PDL1_TCRd_VISTA	Endothelial cells	Neutrophils	Ambiguous	Ambiguous	F	NA	103	Excluded Monocytes
CD11b_CD16_CD31_GZMB_KIR2DL3	Endothelial cells	Endothelial cells	Ambiguous	Ambiguous	F	NA	996	Excluded Myeloid cells
CD11b_CD31_GZMB_MPO	Endothelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	16783	Excluded Myeloid cells_Endothelial cells
CD11b_CD31_GZMB_MPO_VISTA	Endothelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	7364	Excluded Myeloid cells
CD11c	Endothelial cells	Endothelial cells	NA	NA	TRUE		834	Endothelial cells
CD11c_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	834	Endothelial cells
CD14_CD31_CD73	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	F	NA	1800	Endothelial cells
CD14_CD73_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		1800	Endothelial cells
CD16	Endothelial cells	Endothelial cells	NA	NA	TRUE		9629	Endothelial cells
CD16_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	9629	Endothelial cells
CD206_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	7489	Endothelial cells
CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		136957	Endothelial cells
CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		61283	Endothelial cells_Excluded Endothelial cells
CD31_CD38	Endothelial cells	Endothelial cells	NA	NA	T	NA	14486	Endothelial cells
CD31_CD38_CD79a	Endothelial cells	Endothelial cells	NA	NA	T	NA	12426	Endothelial cells
CD31_CD38_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		904	Excluded Endothelial cells
CD31_CD45	Endothelial cells	Endothelial cells	Leukocytes	Leukocytes	F	NA	96	Excluded Leukocytes
CD31_CD68	Endothelial cells	Endothelial cells	NA	NA	F	NA	32481	Endothelial cells
CD31_CD68_CD73	Endothelial cells	Endothelial cells	NA	NA	T	NA	499	Excluded Endothelial cells
CD31_CD73	Endothelial cells	Endothelial cells	NA	NA	T	NA	1391	Excluded Endothelial cells
CD31_CD79a_LAG3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	890	Excluded Endothelial cells
CD31_GZMB_MPO	Endothelial cells	Endothelial cells	NA	NA	T	NA	9419	Endothelial cells
CD31_IDO	Endothelial cells	Endothelial cells	NA	NA	T	NA	464	Excluded Endothelial cells
CD31_IDO_LAG3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	464	Excluded Endothelial cells
CD31_IDO_PDL1	Endothelial cells	Endothelial cells	NA	NA	T	NA	4487	Endothelial cells
CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	1172	Excluded Endothelial cells
CD31_MPO	Endothelial cells	Endothelial cells	NA	NA	T	NA	1350	Excluded Endothelial cells
CD31_panactin	Endothelial cells	Endothelial cells	NA	NA	T	NA	4537	Endothelial cells
CD38	Endothelial cells	Plasma cells	Endothelial cells	Endothelial cells	FALSE		14486	Endothelial cells
CD68_CD73_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		1157	Excluded Endothelial cells
CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		5683	Excluded Endothelial cells
CLEC9a_VISTA_CD56_TIM3_CD79a_CD73_CD31_CD38	Endothelial cells	Endothelial cells	NA	NA	TRUE		398	Endothelial cells
IDO	Endothelial cells	Endothelial cells	NA	NA	TRUE		4487	Endothelial cells
IDO_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		471	Endothelial cells
MHCII	Endothelial cells	Endothelial cells	NA	NA	TRUE		23714	Endothelial cells
panactin	Endothelial cells	Endothelial cells	NA	NA	TRUE		11764	Endothelial cells
panactin_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		5159	Endothelial cells
TIM3_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		2601	Excluded Endothelial cells
VISTA_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		890	Excluded Endothelial cells
VISTA_CD56_TIM3_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		1473	Excluded Endothelial cells
VISTA_CD56_TIM3_MHCII_panactin_CD14_CD73_CAIX_CD11c_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		1953	Excluded Endothelial cells
VISTA_CD56_TIM3_panactin_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		1232	Excluded Endothelial cells
VISTA_CD68_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		499	Excluded Endothelial cells
VISTA_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		1350	Excluded Endothelial cells
VISTA_IDO_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		464	Excluded Endothelial cells
VISTA_TIM3_CD14_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		807	Excluded Endothelial cells
VISTA_TIM3_CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		1213	Excluded Endothelial cells
	Endothelial cells	Endothelial cells	NA	NA	TRUE		124041	Endothelial cells
CAIX	Epithelial cells	Epithelial cells	NA	NA	TRUE		32433	Epithelial cells
CAIX	Epithelial cells	Epithelial cells	NA	NA	TRUE		32433	Epithelial cells
CAIX_CD103_CD11b_CD11c_CD66b_CD73_CLEC9a_GZMB_MPO_panCK_PD1_TCRd	Epithelial cells	Neutrophils	Epithelial cells	Epithelial cells	F	NA	1333	Excluded Epithelial cells
CAIX_CD103_CD11c_CD3_CD56_CD66b_CLEC9a_GZMB_IDO_KIR2DL3_LAG3_MCT4_MHCII_panCK_TCRd_TIM3	Epithelial cells	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	51	Excluded T cells
CAIX_CD103_CD11c_CD45_CD56_CD66b_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_MHCII_panCK_PDL1_TCRd_TIM3	Epithelial cells	Cytotoxic lymphocytes	Epithelial cells	Epithelial cells	F	NA	188	Excluded CD4
CAIX_CD103_CD11c_CD45_CD56_CD66b_CLEC9a_KIR2DL3_LAG3_MHCII_panCK_PDL1_TCRd_TIM3	Epithelial cells	Cytotoxic lymphocytes	Epithelial cells	Epithelial cells	F	NA	341	Excluded Leukocytes
CAIX_CD103_CD11c_CD56_CD66b_CD73_CD79a_CLEC9a_GZMB_KIR2DL3_LAG3_MCT4_MHCII_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	3137	Excluded Epithelial cells
CAIX_CD103_CD11c_CD56_CD66b_CD73_CD79a_CLEC9a_KIR2DL3_LAG3_MCT4_MHCII_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	2548	Excluded Epithelial cells
CAIX_CD103_CD11c_CD56_CD66b_CLEC9a_GZMB_KIR2DL3_LAG3_MCT4_MHCII_MPO_panCK_TIM3	Epithelial cells	Neutrophils	Epithelial cells	Epithelial cells	F	NA	3153	Excluded Epithelial cells
CAIX_CD103_CD11c_CD56_CD66b_CLEC9a_KIR2DL3_MCT4_MHCII_panCK_PD1_TCRd	Epithelial cells	Cytotoxic lymphocytes	Epithelial cells	Epithelial cells	F	NA	139	Excluded Epithelial cells
CAIX_CD103_CD11c_CD56_CD73_CLEC9a_KIR2DL3_LAG3_MCT4_MHCII_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	2587	Excluded Epithelial cells
CAIX_CD103_CD11c_CD56_CD79a_CLEC9a_KIR2DL3_LAG3_MHCII_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	40395	Epithelial cells
CAIX_CD103_CD11c_CD56_CLEC9a_KIR2DL3_LAG3_MHCII_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	3911	Excluded Epithelial cells
CAIX_CD103_CD11c_CLEC9a_KIR2DL3_MCT4_MHCII_panactin_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	5243	Excluded Epithelial cells
CAIX_CD103_CD11c_CLEC9a_MHCII_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	5685	Excluded Epithelial cells
CAIX_CD103_CLEC9a_LAG3_panCK_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	36028	Epithelial cells
CAIX_CD103_CLEC9a_MHCII_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	2587	Excluded Epithelial cells
CAIX_CD11b_CD11c_CD14_CD66b_CD73_GZMB_MCT4_MHCII_MPO_panactin_panCK_PDL1_VISTA	Epithelial cells	Neutrophils	Ambiguous	Ambiguous	F	NA	71	Excluded Monocytes
CAIX_CD11b_CD68_CD73_CLEC9a_MCT4_MPO_panactin_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	3653	Excluded Myeloid cells
CAIX_CD11b_CLEC9a_GZMB_LAG3_MCT4_MPO_panCK_PDL1_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	3755	Excluded Myeloid cells
CAIX_CD11c_CD56_CD66b_MHCII_panCK_PD1_TCRd	Epithelial cells	Epithelial cells	NA	NA	T	NA	2779	Excluded Epithelial cells
CAIX_CD11c_CD56_CD66b_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	494	Excluded Epithelial cells
CAIX_CD45_CLEC9a_IDO_LAG3_MCT4_MPO_panCK_TIM3	Epithelial cells	Neutrophils	Ambiguous	Ambiguous	F	NA	90	Excluded Leukocytes
CAIX_CD45_CLEC9a_LAG3_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	373	Excluded Leukocytes
CAIX_CD56_CD66b_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	22038	Epithelial cells
CAIX_CD56_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	3724	Epithelial cells
CAIX_CLEC9a_KIR2DL3_LAG3_MCT4_MPO_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	15572	Epithelial cells
CAIX_CLEC9a_KIR2DL3_LAG3_panCK_PD1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	F	NA	153	Epithelial cells
CAIX_CLEC9a_KIR2DL3_LAG3_panCK_PD1_TCRd	Epithelial cells	Tgd	Epithelial cells	Epithelial cells	F	NA	153	Epithelial cells
CAIX_CLEC9a_KIR2DL3_LAG3_panCK_PDL1_TIM3	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	F	NA	36028	Epithelial cells
CAIX_CLEC9a_MCT4_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	3153	Excluded Epithelial cells
CAIX_IDO_LAG3_MCT4_MPO_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	18156	Epithelial cells
CAIX_IDO_LAG3_MCT4_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	F	NA	18156	Epithelial cells
CAIX_KIR2DL3_LAG3_MCT4_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	F	NA	37008	Epithelial cells
CAIX_LAG3_MCT4_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	37008	Epithelial cells
CAIX_MCT4	Epithelial cells	Epithelial cells	NA	NA	TRUE		19190	Epithelial cells
CAIX_MCT4_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	19190	Epithelial cells
CAIX_panCK	Epithelial cells	Epithelial cells	NA	NA	F	NA	32927	Epithelial cells_Excluded Epithelial cells
CD103_CD11c_CD3_CD4_CD45_CD8a_CLEC9a_IDO_KIR2DL3_LAG3_MHCII_panactin_PDL1_TIM3_VISTA	Epithelial cells	mDC	Ambiguous	Ambiguous	F	NA	1	Excluded CD8
CD103_CD11c_CD56_CD66b_CD73_CLEC9a_KIR2DL3_MHCII_panactin_panCK_PD1_TCRd	Epithelial cells	Cytotoxic lymphocytes	Epithelial cells	Epithelial cells	F	NA	1077	Excluded Epithelial cells
CD103_CD11c_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	3656	Excluded Epithelial cells
CD103_CD11c_CD66b_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	139	Excluded Epithelial cells
CD103_CD11c_CLEC9a_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	749	Excluded Epithelial cells
CD103_CD11c_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	138	Excluded Epithelial cells
CD103_CD20_CD3_CD4_CD45_CD8a_IDO_MHCII_panactin_PD1_TIM3	Epithelial cells	Lymphocytes	Ambiguous	Ambiguous	F	?	14	Excluded CD8
CD103_CD20_CD4_CD45_CD8a_panactin	Epithelial cells	Lymphocytes	Ambiguous	Ambiguous	F	NA	3	Excluded CD8
CD103_CD20_CD45_CD8a_KIR2DL3_LAG3_panactin_PD1_TIM3	Epithelial cells	Lymphocytes	Ambiguous	Ambiguous	F	NA	8	Excluded CD8
CD103_CD20_CD45_CD8a_KIR2DL3_LAG3_panactin_TIM3	Epithelial cells	Lymphocytes	Ambiguous	Ambiguous	F	NA	8	Excluded CD8
CD103_CD20_CD45_CD8a_LAG3_panactin_TIM3	Epithelial cells	B cells	Ambiguous	Ambiguous	F	NA	6	Excluded CD8
CD103_CD20_CD45_CD8a_panactin	Epithelial cells	B cells	Ambiguous	Ambiguous	F	NA	5	Excluded CD8
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1_TCRd_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	2699	Excluded Myeloid cells
CD11b_CD68_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1_VISTA	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	F	8980	Excluded Myeloid cells
CD11b_CD68_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	8501	Excluded Myeloid cells
CD11b_CD73_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	4570	Excluded Epithelial cells
CD11b_CLEC9a_GZMB_MCT4_MPO_panCK_PDL1	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	1956	Excluded Myeloid cells
CD11b_GZMB_MPO_panCK	Epithelial cells	Neutrophils	Myeloid cells	Neutrophils	F	NA	4583	Excluded Myeloid cells
CD11b_MPO_panCK	Epithelial cells	Neutrophils	Epithelial cells	Epithelial cells	F	NA	36053	Epithelial cells
CD11c	Epithelial cells	mDC	Epithelial cells	Epithelial cells	FALSE		7904	Epithelial cells
CD11c	Epithelial cells	mDC	Epithelial cells	Epithelial cells	FALSE		7904	Epithelial cells
CD11c_CD38_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	5345	Excluded Epithelial cells
CD11c_CD66b_CD68_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	1211	Excluded Epithelial cells
CD11c_CD66b_CD73_MCT4_MHCII_panCK_PD1_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2245	Excluded Epithelial cells
